city,state,state_full,county,county_fips
Powell Butte,OR,Oregon,Crook,41013
Powers,OR,Oregon,Coos,41007
Prairie City,OR,Oregon,Grant,41053
Princeton,OR,Oregon,Harney,41025
Prineville,OR,Oregon,Crook,41013
Prospect,OR,Oregon,Jackson,41071
Rainier,OR,Oregon,Columbia,41027
Redmond,OR,Oregon,Deschutes,41017
Reedsport,OR,Oregon,Douglas,41035
Rhododendron,OR,Oregon,Clackamas,41005
Richland,OR,Oregon,Baker,41003
Rickreall,OR,Oregon,Polk,41113
Riddle,OR,Oregon,Douglas,41035
Riley,OR,Oregon,Harney,41025
Riverside,OR,Oregon,Malheur,41045
Rockaway Beach,OR,Oregon,Tillamook,41057
Rogue River,OR,Oregon,Jackson,41071
Roseburg,OR,Oregon,Douglas,41035
Rufus,OR,Oregon,Sherman,41181
Saint Benedict,OR,Oregon,Marion,41093
Saint Helens,OR,Oregon,Columbia,41027
Saint Paul,OR,Oregon,Marion,41093
Salem,OR,Oregon,Marion,41093
Salem,OR,Oregon,Polk,41113
Sandy,OR,Oregon,Clackamas,41005
Scappoose,OR,Oregon,Columbia,41027
Scio,OR,Oregon,Linn,41113
Scotts Mills,OR,Oregon,Marion,41093
Scottsburg,OR,Oregon,Douglas,41035
Seal Rock,OR,Oregon,Lincoln,41079
Seaside,OR,Oregon,Clatsop,41007
Selma,OR,Oregon,Josephine,41033
Seneca,OR,Oregon,Grant,41053
Shady Cove,OR,Oregon,Jackson,41071
Shaniko,OR,Oregon,Wasco,41065
Shedd,OR,Oregon,Linn,41113
Sheridan,OR,Oregon,Yamhill,41071
Sherwood,OR,Oregon,Washington,41129
Siletz,OR,Oregon,Lincoln,41079
Silver Lake,OR,Oregon,Lake,41033
Silverton,OR,Oregon,Marion,41093
Sisters,OR,Oregon,Deschutes,41017
Sixes,OR,Oregon,Curry,41009
South Beach,OR,Oregon,Lincoln,41079
Sprague River,OR,Oregon,Klamath,41035
Spray,OR,Oregon,Wheeler,41309
Springfield,OR,Oregon,Lane,41101
Stanfield,OR,Oregon,Umatilla,41059
Stayton,OR,Oregon,Marion,41093
Sublimity,OR,Oregon,Marion,41093
Summer Lake,OR,Oregon,Lake,41033
Summerville,OR,Oregon,Union,41139
Sumpter,OR,Oregon,Baker,41003
Sutherlin,OR,Oregon,Douglas,41035
Sweet Home,OR,Oregon,Linn,41113
Swisshome,OR,Oregon,Lane,41101
Talent,OR,Oregon,Jackson,41071
Tangent,OR,Oregon,Linn,41113
Tenmile,OR,Oregon,Douglas,41035
Terrebonne,OR,Oregon,Jefferson,41073
The Dalles,OR,Oregon,Wasco,41065
Tidewater,OR,Oregon,Lincoln,41079
Tillamook,OR,Oregon,Tillamook,41057
Tiller,OR,Oregon,Douglas,41035
Timber,OR,Oregon,Washington,41129
Toledo,OR,Oregon,Lincoln,41079
Tolovana Park,OR,Oregon,Clatsop,41007
Trail,OR,Oregon,Jackson,41071
Troutdale,OR,Oregon,Multnomah,41051
Tualatin,OR,Oregon,Washington,41129
Turner,OR,Oregon,Marion,41093
Tygh Valley,OR,Oregon,Wasco,41065
Ukiah,OR,Oregon,Umatilla,41059
Umatilla,OR,Oregon,Umatilla,41059
Umpqua,OR,Oregon,Douglas,41035
Union,OR,Oregon,Union,41139
Unity,OR,Oregon,Baker,41003
Vale,OR,Oregon,Malheur,41045
Veneta,OR,Oregon,Lane,41101
Vernonia,OR,Oregon,Columbia,41027
Vida,OR,Oregon,Lane,41101
Waldport,OR,Oregon,Lincoln,41079
Wallowa,OR,Oregon,Wallowa,41063
Walterville,OR,Oregon,Lane,41101
Walton,OR,Oregon,Lane,41101
Warm Springs,OR,Oregon,Jefferson,41073
Warren,OR,Oregon,Columbia,41027
Warrenton,OR,Oregon,Clatsop,41007
Wasco,OR,Oregon,Sherman,41181
Wedderburn,OR,Oregon,Curry,41009
Welches,OR,Oregon,Clackamas,41005
West Linn,OR,Oregon,Clackamas,41005
Westfall,OR,Oregon,Malheur,41045
Westfir,OR,Oregon,Lane,41101
Westlake,OR,Oregon,Lane,41101
Weston,OR,Oregon,Umatilla,41059
Wheeler,OR,Oregon,Tillamook,41057
White City,OR,Oregon,Jackson,41071
Wilbur,OR,Oregon,Douglas,41035
Wilderville,OR,Oregon,Josephine,41033
Willamina,OR,Oregon,Yamhill,41071
Williams,OR,Oregon,Josephine,41033
Wilsonville,OR,Oregon,Clackamas,41005
Winchester,OR,Oregon,Douglas,41035
Winston,OR,Oregon,Douglas,41035
Wolf Creek,OR,Oregon,Josephine,41033
Woodburn,OR,Oregon,Marion,41093
Yachats,OR,Oregon,Lincoln,41079
Yamhill,OR,Oregon,Yamhill,41071
Yoncalla,OR,Oregon,Douglas,41035
Aaronsburg,PA,Pennsylvania,Centre,42027
Abbottstown,PA,Pennsylvania,Adams,42001
Abington,PA,Pennsylvania,Montgomery,42101
Ackermanville,PA,Pennsylvania,Northampton,42131
Acme,PA,Pennsylvania,Westmoreland,42129
Acosta,PA,Pennsylvania,Somerset,42025
Adah,PA,Pennsylvania,Fayette,42057
Adamsburg,PA,Pennsylvania,Westmoreland,42129
Adamstown,PA,Pennsylvania,Lancaster,42109
Adamsville,PA,Pennsylvania,Crawford,42033
Addison,PA,Pennsylvania,Somerset,42025
Adrian,PA,Pennsylvania,Armstrong,42005
Airville,PA,Pennsylvania,York,42031
Akron,PA,Pennsylvania,Lancaster,42109
Alba,PA,Pennsylvania,Bradford,42007
Albion,PA,Pennsylvania,Erie,42029
Albrightsville,PA,Pennsylvania,Carbon,42009
Alburtis,PA,Pennsylvania,Lehigh,42077
Aleppo,PA,Pennsylvania,Greene,42063
Alexandria,PA,Pennsylvania,Huntingdon,42061
Aliquippa,PA,Pennsylvania,Beaver,42007
Allenport,PA,Pennsylvania,Washington,42129
Allensville,PA,Pennsylvania,Mifflin,42087
Allentown,PA,Pennsylvania,Lehigh,42077
Allenwood,PA,Pennsylvania,Union,42139
Allison,PA,Pennsylvania,Fayette,42057
Allison Park,PA,Pennsylvania,Allegheny,42003
Allport,PA,Pennsylvania,Clearfield,42033
Altoona,PA,Pennsylvania,Blair,42013
Alum Bank,PA,Pennsylvania,Bedford,42009
Alverda,PA,Pennsylvania,Indiana,42063
Alverton,PA,Pennsylvania,Westmoreland,42129
Amberson,PA,Pennsylvania,Franklin,42059
Ambler,PA,Pennsylvania,Montgomery,42101
Ambridge,PA,Pennsylvania,Beaver,42007
Amity,PA,Pennsylvania,Washington,42129
Analomink,PA,Pennsylvania,Monroe,42099
Andreas,PA,Pennsylvania,Schuylkill,42107
Anita,PA,Pennsylvania,Jefferson,42073
Annville,PA,Pennsylvania,Lebanon,42075
Antes Fort,PA,Pennsylvania,Lycoming,42081
Apollo,PA,Pennsylvania,Westmoreland,42129
Aquashicola,PA,Pennsylvania,Carbon,42009
Arcadia,PA,Pennsylvania,Indiana,42063
Archbald,PA,Pennsylvania,Lackawanna,42069
Arcola,PA,Pennsylvania,Montgomery,42101
Ardara,PA,Pennsylvania,Westmoreland,42129
Ardmore,PA,Pennsylvania,Montgomery,42101
Arendtsville,PA,Pennsylvania,Adams,42001
Aristes,PA,Pennsylvania,Columbia,42027
Armagh,PA,Pennsylvania,Indiana,42063
Armbrust,PA,Pennsylvania,Westmoreland,42129
Arnot,PA,Pennsylvania,Tioga,42107
Arona,PA,Pennsylvania,Westmoreland,42129
Artemas,PA,Pennsylvania,Bedford,42009
Ashfield,PA,Pennsylvania,Carbon,42009
Ashland,PA,Pennsylvania,Schuylkill,42107
Ashville,PA,Pennsylvania,Cambria,42021
Aspers,PA,Pennsylvania,Adams,42001
Aston,PA,Pennsylvania,Delaware,42035
Atglen,PA,Pennsylvania,Chester,42029
Athens,PA,Pennsylvania,Bradford,42007
Atlantic,PA,Pennsylvania,Crawford,42033
Atlasburg,PA,Pennsylvania,Washington,42129
Auburn,PA,Pennsylvania,Schuylkill,42107
Audubon,PA,Pennsylvania,Montgomery,42101
Aultman,PA,Pennsylvania,Indiana,42063
Austin,PA,Pennsylvania,Potter,42105
Avella,PA,Pennsylvania,Washington,42129
Avis,PA,Pennsylvania,Clinton,42027
Avondale,PA,Pennsylvania,Chester,42029
Avonmore,PA,Pennsylvania,Westmoreland,42129
Baden,PA,Pennsylvania,Beaver,42007
Bainbridge,PA,Pennsylvania,Lancaster,42109
Bairdford,PA,Pennsylvania,Allegheny,42003
Bakerstown,PA,Pennsylvania,Allegheny,42003
Bala Cynwyd,PA,Pennsylvania,Montgomery,42101
Bally,PA,Pennsylvania,Berks,42011
Bangor,PA,Pennsylvania,Northampton,42131
Barnesville,PA,Pennsylvania,Schuylkill,42107
Bart,PA,Pennsylvania,Lancaster,42109
Barto,PA,Pennsylvania,Berks,42011
Bartonsville,PA,Pennsylvania,Monroe,42099
Bath,PA,Pennsylvania,Northampton,42131
Bausman,PA,Pennsylvania,Lancaster,42109
Beach Haven,PA,Pennsylvania,Luzerne,42079
Beach Lake,PA,Pennsylvania,Wayne,42305
Beallsville,PA,Pennsylvania,Washington,42129
Bear Creek,PA,Pennsylvania,Luzerne,42079
Bear Lake,PA,Pennsylvania,Warren,42301
Beaver,PA,Pennsylvania,Beaver,42007
Beaver Falls,PA,Pennsylvania,Beaver,42007
Beaver Meadows,PA,Pennsylvania,Carbon,42009
Beaver Springs,PA,Pennsylvania,Snyder,42109
Beaverdale,PA,Pennsylvania,Cambria,42021
Beavertown,PA,Pennsylvania,Snyder,42109
Beccaria,PA,Pennsylvania,Clearfield,42033
Bechtelsville,PA,Pennsylvania,Berks,42011
Bedford,PA,Pennsylvania,Bedford,42009
Bedminster,PA,Pennsylvania,Bucks,42017
Beech Creek,PA,Pennsylvania,Clinton,42027
Belle Vernon,PA,Pennsylvania,Fayette,42057
Bellefonte,PA,Pennsylvania,Centre,42027
Belleville,PA,Pennsylvania,Mifflin,42087
Bellwood,PA,Pennsylvania,Blair,42013
Belsano,PA,Pennsylvania,Cambria,42021
Bendersville,PA,Pennsylvania,Adams,42001
Benezett,PA,Pennsylvania,Elk,42049
Bensalem,PA,Pennsylvania,Bucks,42017
Bentleyville,PA,Pennsylvania,Washington,42129
Benton,PA,Pennsylvania,Columbia,42027
Berlin,PA,Pennsylvania,Somerset,42025
Bernville,PA,Pennsylvania,Berks,42011
Berrysburg,PA,Pennsylvania,Dauphin,42043
Berwick,PA,Pennsylvania,Columbia,42027
Berwyn,PA,Pennsylvania,Chester,42029
Bessemer,PA,Pennsylvania,Lawrence,42079
Bethel,PA,Pennsylvania,Berks,42011
Bethel Park,PA,Pennsylvania,Allegheny,42003
Bethlehem,PA,Pennsylvania,Northampton,42131
Bethlehem,PA,Pennsylvania,Lehigh,42077
Beyer,PA,Pennsylvania,Indiana,42063
Big Cove Tannery,PA,Pennsylvania,Fulton,42049
Big Run,PA,Pennsylvania,Jefferson,42073
Bigler,PA,Pennsylvania,Clearfield,42033
Biglerville,PA,Pennsylvania,Adams,42001
Birchrunville,PA,Pennsylvania,Chester,42029
Bird In Hand,PA,Pennsylvania,Lancaster,42109
Birdsboro,PA,Pennsylvania,Berks,42011
Black Lick,PA,Pennsylvania,Indiana,42063
Blain,PA,Pennsylvania,Perry,42105
Blairs Mills,PA,Pennsylvania,Huntingdon,42061
Blairsville,PA,Pennsylvania,Indiana,42063
Blakeslee,PA,Pennsylvania,Monroe,42099
Blanchard,PA,Pennsylvania,Centre,42027
Blandburg,PA,Pennsylvania,Cambria,42021
Blandon,PA,Pennsylvania,Berks,42011
Blooming Glen,PA,Pennsylvania,Bucks,42017
Bloomsburg,PA,Pennsylvania,Columbia,42027
Blossburg,PA,Pennsylvania,Tioga,42107
Blue Ball,PA,Pennsylvania,Lancaster,42109
Blue Bell,PA,Pennsylvania,Montgomery,42101
Blue Ridge Summit,PA,Pennsylvania,Franklin,42059
Boalsburg,PA,Pennsylvania,Centre,42027
Bobtown,PA,Pennsylvania,Greene,42063
Boiling Springs,PA,Pennsylvania,Cumberland,42035
Bolivar,PA,Pennsylvania,Westmoreland,42129
Boswell,PA,Pennsylvania,Somerset,42025
Bovard,PA,Pennsylvania,Westmoreland,42129
Bowers,PA,Pennsylvania,Berks,42011
Bowmanstown,PA,Pennsylvania,Carbon,42009
Bowmansville,PA,Pennsylvania,Lancaster,42109
Boyers,PA,Pennsylvania,Butler,42013
Boyertown,PA,Pennsylvania,Berks,42011
Boynton,PA,Pennsylvania,Somerset,42025
Brackenridge,PA,Pennsylvania,Allegheny,42003
Brackney,PA,Pennsylvania,Susquehanna,42115
Braddock,PA,Pennsylvania,Allegheny,42003
Bradenville,PA,Pennsylvania,Westmoreland,42129
Bradford,PA,Pennsylvania,Mckean,42083
Bradfordwoods,PA,Pennsylvania,Allegheny,42003
Branchdale,PA,Pennsylvania,Schuylkill,42107
Branchton,PA,Pennsylvania,Butler,42013
Brandamore,PA,Pennsylvania,Chester,42029
Brandy Camp,PA,Pennsylvania,Elk,42049
Brave,PA,Pennsylvania,Greene,42063
Breezewood,PA,Pennsylvania,Bedford,42009
Breinigsville,PA,Pennsylvania,Lehigh,42077
Bridgeport,PA,Pennsylvania,Montgomery,42101
Bridgeville,PA,Pennsylvania,Allegheny,42003
Brier Hill,PA,Pennsylvania,Fayette,42057
Brisbin,PA,Pennsylvania,Clearfield,42033
Bristol,PA,Pennsylvania,Bucks,42017
Broad Top,PA,Pennsylvania,Huntingdon,42061
Brockport,PA,Pennsylvania,Elk,42049
Brockton,PA,Pennsylvania,Schuylkill,42107
Brockway,PA,Pennsylvania,Jefferson,42073
Brodheadsville,PA,Pennsylvania,Monroe,42099
Brogue,PA,Pennsylvania,York,42031
Brookhaven,PA,Pennsylvania,Delaware,42035
Brooklyn,PA,Pennsylvania,Susquehanna,42115
Brookville,PA,Pennsylvania,Jefferson,42073
Broomall,PA,Pennsylvania,Delaware,42035
Brownfield,PA,Pennsylvania,Fayette,42057
Brownstown,PA,Pennsylvania,Lancaster,42109
Brownsville,PA,Pennsylvania,Fayette,42057
Bruin,PA,Pennsylvania,Butler,42013
Brush Valley,PA,Pennsylvania,Indiana,42063
Bryn Athyn,PA,Pennsylvania,Montgomery,42101
Bryn Mawr,PA,Pennsylvania,Delaware,42035
Buck Hill Falls,PA,Pennsylvania,Monroe,42099
Buckingham,PA,Pennsylvania,Bucks,42017
Buena Vista,PA,Pennsylvania,Allegheny,42003
Buffalo Mills,PA,Pennsylvania,Bedford,42009
Bulger,PA,Pennsylvania,Washington,42129
Bunola,PA,Pennsylvania,Allegheny,42003
Burgettstown,PA,Pennsylvania,Washington,42129
Burlington,PA,Pennsylvania,Bradford,42007
Burnham,PA,Pennsylvania,Mifflin,42087
Burnside,PA,Pennsylvania,Clearfield,42033
Burnt Cabins,PA,Pennsylvania,Fulton,42049
Bushkill,PA,Pennsylvania,Pike,42109
Butler,PA,Pennsylvania,Butler,42013
Byrnedale,PA,Pennsylvania,Elk,42049
Cabot,PA,Pennsylvania,Butler,42013
Cadogan,PA,Pennsylvania,Armstrong,42005
Cairnbrook,PA,Pennsylvania,Somerset,42025
California,PA,Pennsylvania,Washington,42129
Callensburg,PA,Pennsylvania,Clarion,42031
Callery,PA,Pennsylvania,Butler,42013
Calumet,PA,Pennsylvania,Westmoreland,42129
Calvin,PA,Pennsylvania,Huntingdon,42061
Cambra,PA,Pennsylvania,Luzerne,42079
Cambridge Springs,PA,Pennsylvania,Crawford,42033
Cammal,PA,Pennsylvania,Lycoming,42081
Camp Hill,PA,Pennsylvania,Cumberland,42035
Campbelltown,PA,Pennsylvania,Lebanon,42075
Camptown,PA,Pennsylvania,Bradford,42007
Canadensis,PA,Pennsylvania,Monroe,42099
Canonsburg,PA,Pennsylvania,Washington,42129
Canton,PA,Pennsylvania,Bradford,42007
Carbondale,PA,Pennsylvania,Lackawanna,42069
Cardale,PA,Pennsylvania,Fayette,42057
Carlisle,PA,Pennsylvania,Cumberland,42035
Carlton,PA,Pennsylvania,Mercer,42131
Carmichaels,PA,Pennsylvania,Greene,42063
Carnegie,PA,Pennsylvania,Allegheny,42003
Carrolltown,PA,Pennsylvania,Cambria,42021
Carversville,PA,Pennsylvania,Bucks,42017
Cashtown,PA,Pennsylvania,Adams,42001
Cassandra,PA,Pennsylvania,Cambria,42021
Cassville,PA,Pennsylvania,Huntingdon,42061
Castanea,PA,Pennsylvania,Clinton,42027
Catasauqua,PA,Pennsylvania,Lehigh,42077
Catawissa,PA,Pennsylvania,Columbia,42027
Cecil,PA,Pennsylvania,Washington,42129
Cedar Run,PA,Pennsylvania,Lycoming,42081
Cedars,PA,Pennsylvania,Montgomery,42101
Center Valley,PA,Pennsylvania,Lehigh,42077
Centerport,PA,Pennsylvania,Berks,42011
Centerville,PA,Pennsylvania,Crawford,42033
Central City,PA,Pennsylvania,Somerset,42025
Centre Hall,PA,Pennsylvania,Centre,42027
Chadds Ford,PA,Pennsylvania,Delaware,42035
Chalfont,PA,Pennsylvania,Bucks,42017
Chalk Hill,PA,Pennsylvania,Fayette,42057
Chambersburg,PA,Pennsylvania,Franklin,42059
Chambersville,PA,Pennsylvania,Indiana,42063
Champion,PA,Pennsylvania,Westmoreland,42129
Chandlers Valley,PA,Pennsylvania,Warren,42301
Charleroi,PA,Pennsylvania,Washington,42129
Chatham,PA,Pennsylvania,Chester,42029
Cheltenham,PA,Pennsylvania,Montgomery,42101
Cherry Tree,PA,Pennsylvania,Indiana,42063
Cherryville,PA,Pennsylvania,Northampton,42131
Chest Springs,PA,Pennsylvania,Cambria,42021
Chester,PA,Pennsylvania,Delaware,42035
Chester Heights,PA,Pennsylvania,Delaware,42035
Chester Springs,PA,Pennsylvania,Chester,42029
Chestnut Ridge,PA,Pennsylvania,Fayette,42057
Cheswick,PA,Pennsylvania,Allegheny,42003
Cheyney,PA,Pennsylvania,Delaware,42035
Chicora,PA,Pennsylvania,Butler,42013
Chinchilla,PA,Pennsylvania,Lackawanna,42069
Christiana,PA,Pennsylvania,Lancaster,42109
Clairton,PA,Pennsylvania,Allegheny,42003
Clarence,PA,Pennsylvania,Centre,42027
Clarendon,PA,Pennsylvania,Warren,42301
Claridge,PA,Pennsylvania,Westmoreland,42129
Clarington,PA,Pennsylvania,Forest,42053
Clarion,PA,Pennsylvania,Clarion,42031
Clark,PA,Pennsylvania,Mercer,42131
Clarks Mills,PA,Pennsylvania,Mercer,42131
Clarks Summit,PA,Pennsylvania,Lackawanna,42069
Clarksburg,PA,Pennsylvania,Indiana,42063
Clarksville,PA,Pennsylvania,Greene,42063
Claysburg,PA,Pennsylvania,Blair,42013
Claysville,PA,Pennsylvania,Washington,42129
Clearfield,PA,Pennsylvania,Clearfield,42033
Clearville,PA,Pennsylvania,Bedford,42009
Clifford,PA,Pennsylvania,Susquehanna,42115
Clifton Heights,PA,Pennsylvania,Delaware,42035
Clinton,PA,Pennsylvania,Beaver,42007
Clintonville,PA,Pennsylvania,Venango,42121
Clune,PA,Pennsylvania,Indiana,42063
Clymer,PA,Pennsylvania,Indiana,42063
Coal Center,PA,Pennsylvania,Washington,42129
Coal Township,PA,Pennsylvania,Northumberland,42097
Coaldale,PA,Pennsylvania,Schuylkill,42107
Coalport,PA,Pennsylvania,Clearfield,42033
Coatesville,PA,Pennsylvania,Chester,42029
Coburn,PA,Pennsylvania,Centre,42027
Cochranton,PA,Pennsylvania,Crawford,42033
Cochranville,PA,Pennsylvania,Chester,42029
Cocolamus,PA,Pennsylvania,Juniata,42067
Codorus,PA,Pennsylvania,York,42031
Cogan Station,PA,Pennsylvania,Lycoming,42081
Cokeburg,PA,Pennsylvania,Washington,42129
Collegeville,PA,Pennsylvania,Montgomery,42101
Colmar,PA,Pennsylvania,Montgomery,42101
Columbia,PA,Pennsylvania,Lancaster,42109
Columbia Cross Roads,PA,Pennsylvania,Bradford,42007
Columbus,PA,Pennsylvania,Warren,42301
Colver,PA,Pennsylvania,Cambria,42021
Commodore,PA,Pennsylvania,Indiana,42063
Concord,PA,Pennsylvania,Franklin,42059
Concordville,PA,Pennsylvania,Delaware,42035
Conestoga,PA,Pennsylvania,Lancaster,42109
Confluence,PA,Pennsylvania,Somerset,42025
Conneaut Lake,PA,Pennsylvania,Crawford,42033
Conneautville,PA,Pennsylvania,Crawford,42033
Connellsville,PA,Pennsylvania,Fayette,42057
Connoquenessing,PA,Pennsylvania,Butler,42013
Conshohocken,PA,Pennsylvania,Montgomery,42101
Conway,PA,Pennsylvania,Beaver,42007
Conyngham,PA,Pennsylvania,Luzerne,42079
Cooksburg,PA,Pennsylvania,Forest,42053
Coolspring,PA,Pennsylvania,Jefferson,42073
Coopersburg,PA,Pennsylvania,Lehigh,42077
Cooperstown,PA,Pennsylvania,Venango,42121
Coplay,PA,Pennsylvania,Lehigh,42077
Coral,PA,Pennsylvania,Indiana,42063
Coraopolis,PA,Pennsylvania,Allegheny,42003
Cornwall,PA,Pennsylvania,Lebanon,42075
Corry,PA,Pennsylvania,Erie,42029
Corsica,PA,Pennsylvania,Jefferson,42073
Coudersport,PA,Pennsylvania,Potter,42105
Coulters,PA,Pennsylvania,Allegheny,42003
Coupon,PA,Pennsylvania,Cambria,42021
Covington,PA,Pennsylvania,Tioga,42107
Cowansville,PA,Pennsylvania,Armstrong,42005
Crabtree,PA,Pennsylvania,Westmoreland,42129
Craley,PA,Pennsylvania,York,42031
Cranberry,PA,Pennsylvania,Venango,42121
Cranberry Twp,PA,Pennsylvania,Butler,42013
Cranesville,PA,Pennsylvania,Erie,42029
Creamery,PA,Pennsylvania,Montgomery,42101
Creekside,PA,Pennsylvania,Indiana,42063
Creighton,PA,Pennsylvania,Allegheny,42003
Crescent,PA,Pennsylvania,Allegheny,42003
Cresco,PA,Pennsylvania,Monroe,42099
Cresson,PA,Pennsylvania,Cambria,42021
Cressona,PA,Pennsylvania,Schuylkill,42107
Crosby,PA,Pennsylvania,Mckean,42083
Cross Fork,PA,Pennsylvania,Potter,42105
Crown,PA,Pennsylvania,Clarion,42031
Croydon,PA,Pennsylvania,Bucks,42017
Crucible,PA,Pennsylvania,Greene,42063
Crum Lynne,PA,Pennsylvania,Delaware,42035
Crystal Spring,PA,Pennsylvania,Fulton,42049
Cuddy,PA,Pennsylvania,Allegheny,42003
Cumbola,PA,Pennsylvania,Schuylkill,42107
Curllsville,PA,Pennsylvania,Clarion,42031
Curryville,PA,Pennsylvania,Blair,42013
Curtisville,PA,Pennsylvania,Allegheny,42003
Curwensville,PA,Pennsylvania,Clearfield,42033
Custer City,PA,Pennsylvania,Mckean,42083
Cyclone,PA,Pennsylvania,Mckean,42083
Dagus Mines,PA,Pennsylvania,Elk,42049
Daisytown,PA,Pennsylvania,Washington,42129
Dallas,PA,Pennsylvania,Luzerne,42079
Dallastown,PA,Pennsylvania,York,42031
Dalmatia,PA,Pennsylvania,Northumberland,42097
Dalton,PA,Pennsylvania,Lackawanna,42069
Damascus,PA,Pennsylvania,Wayne,42305
Danboro,PA,Pennsylvania,Bucks,42017
Danielsville,PA,Pennsylvania,Northampton,42131
Danville,PA,Pennsylvania,Montour,42093
Darby,PA,Pennsylvania,Delaware,42035
Darlington,PA,Pennsylvania,Beaver,42007
Darragh,PA,Pennsylvania,Westmoreland,42129
Dauphin,PA,Pennsylvania,Dauphin,42043
Davidsville,PA,Pennsylvania,Somerset,42025
Dawson,PA,Pennsylvania,Fayette,42057
Dayton,PA,Pennsylvania,Armstrong,42005
De Lancey,PA,Pennsylvania,Jefferson,42073
De Young,PA,Pennsylvania,Elk,42049
Defiance,PA,Pennsylvania,Bedford,42009
Delano,PA,Pennsylvania,Schuylkill,42107
Delaware Water Gap,PA,Pennsylvania,Monroe,42099
Delmont,PA,Pennsylvania,Westmoreland,42129
Delta,PA,Pennsylvania,York,42031
Denbo,PA,Pennsylvania,Washington,42129
Denver,PA,Pennsylvania,Lancaster,42109
Derrick City,PA,Pennsylvania,Mckean,42083
Derry,PA,Pennsylvania,Westmoreland,42129
Devault,PA,Pennsylvania,Chester,42029
Devon,PA,Pennsylvania,Chester,42029
Dewart,PA,Pennsylvania,Northumberland,42097
Dickerson Run,PA,Pennsylvania,Fayette,42057
Dilliner,PA,Pennsylvania,Greene,42063
Dillsburg,PA,Pennsylvania,York,42031
Dilltown,PA,Pennsylvania,Indiana,42063
Dimock,PA,Pennsylvania,Susquehanna,42115
Dingmans Ferry,PA,Pennsylvania,Pike,42109
Distant,PA,Pennsylvania,Armstrong,42005
Dixonville,PA,Pennsylvania,Indiana,42063
Donegal,PA,Pennsylvania,Westmoreland,42129
Donora,PA,Pennsylvania,Washington,42129
Dornsife,PA,Pennsylvania,Northumberland,42097
Douglassville,PA,Pennsylvania,Berks,42011
Dover,PA,Pennsylvania,York,42031
Downingtown,PA,Pennsylvania,Chester,42029
Doylesburg,PA,Pennsylvania,Franklin,42059
Doylestown,PA,Pennsylvania,Bucks,42017
Dravosburg,PA,Pennsylvania,Allegheny,42003
Dresher,PA,Pennsylvania,Montgomery,42101
Drexel Hill,PA,Pennsylvania,Delaware,42035
Drifting,PA,Pennsylvania,Clearfield,42033
Drifton,PA,Pennsylvania,Luzerne,42079
Driftwood,PA,Pennsylvania,Cameron,42023
Drumore,PA,Pennsylvania,Lancaster,42109
Drums,PA,Pennsylvania,Luzerne,42079
Dry Run,PA,Pennsylvania,Franklin,42059
Du Bois,PA,Pennsylvania,Clearfield,42033
Dublin,PA,Pennsylvania,Bucks,42017
Dudley,PA,Pennsylvania,Huntingdon,42061
Duke Center,PA,Pennsylvania,Mckean,42083
Dunbar,PA,Pennsylvania,Fayette,42057
Duncannon,PA,Pennsylvania,Perry,42105
Duncansville,PA,Pennsylvania,Blair,42013
Dunlevy,PA,Pennsylvania,Washington,42129
Dunlo,PA,Pennsylvania,Cambria,42021
Duquesne,PA,Pennsylvania,Allegheny,42003
Durham,PA,Pennsylvania,Bucks,42017
Duryea,PA,Pennsylvania,Luzerne,42079
Dushore,PA,Pennsylvania,Sullivan,42153
Dysart,PA,Pennsylvania,Cambria,42021
Eagles Mere,PA,Pennsylvania,Sullivan,42153
Eagleville,PA,Pennsylvania,Montgomery,42101
Earlington,PA,Pennsylvania,Montgomery,42101
Earlville,PA,Pennsylvania,Berks,42011
East Berlin,PA,Pennsylvania,Adams,42001
East Brady,PA,Pennsylvania,Clarion,42031
East Butler,PA,Pennsylvania,Butler,42013
East Earl,PA,Pennsylvania,Lancaster,42109
East Freedom,PA,Pennsylvania,Blair,42013
East Greenville,PA,Pennsylvania,Montgomery,42101
East Hickory,PA,Pennsylvania,Forest,42053
East Mc Keesport,PA,Pennsylvania,Allegheny,42003
East Millsboro,PA,Pennsylvania,Fayette,42057
East Petersburg,PA,Pennsylvania,Lancaster,42109
East Pittsburgh,PA,Pennsylvania,Allegheny,42003
East Prospect,PA,Pennsylvania,York,42031
East Smethport,PA,Pennsylvania,Mckean,42083
East Smithfield,PA,Pennsylvania,Bradford,42007
East Springfield,PA,Pennsylvania,Erie,42029
East Stroudsburg,PA,Pennsylvania,Monroe,42099
East Texas,PA,Pennsylvania,Lehigh,42077
East Vandergrift,PA,Pennsylvania,Westmoreland,42129
East Waterford,PA,Pennsylvania,Juniata,42067
Easton,PA,Pennsylvania,Northampton,42131
Eau Claire,PA,Pennsylvania,Butler,42013
Ebensburg,PA,Pennsylvania,Cambria,42021
Ebervale,PA,Pennsylvania,Luzerne,42079
Edgemont,PA,Pennsylvania,Delaware,42035
Edinboro,PA,Pennsylvania,Erie,42029
Edinburg,PA,Pennsylvania,Lawrence,42079
Effort,PA,Pennsylvania,Monroe,42099
Eighty Four,PA,Pennsylvania,Washington,42129
Elco,PA,Pennsylvania,Washington,42129
Elderton,PA,Pennsylvania,Armstrong,42005
Eldred,PA,Pennsylvania,Mckean,42083
Elgin,PA,Pennsylvania,Erie,42029
Elizabeth,PA,Pennsylvania,Allegheny,42003
